PosX,PosY,PosZ,BSSID,RSSI
429,987,0,48:8b:0a:ca:a8:0b,-75.0
388,623,0,4c:77:6d:45:46:c3,-75.0
432,201,0,4c:e1:76:de:e8:6b,-75.0
432,201,0,4c:e1:76:de:e8:6c,-75.0
432,201,0,4c:e1:76:de:e8:6d,-75.0
432,201,0,4c:e1:76:de:e8:6e,-75.0
432,201,0,4c:e1:76:de:e8:6f,-75.0
388,623,0,4c:77:6d:45:46:c2,-75.0
1580,1113,0,48:8b:0a:cb:71:40,-75.0
388,623,0,4c:77:6d:45:46:c1,-75.0
388,623,0,4c:77:6d:45:46:c0,-75.0
759,912,0,48:8b:0a:cb:67:eb,-75.0
432,234,0,4c:e1:76:de:e8:60,-75.0
1207,454,0,4c:e1:76:d8:2c:0f,-75.0
1207,454,0,4c:e1:76:d8:2c:0e,-75.0
642,810,0,48:8b:0a:cb:67:e3,-75.0
1207,454,0,4c:e1:76:d8:2c:0b,-75.0
429,987,0,48:8b:0a:ca:a8:0c,-75.0
429,987,0,48:8b:0a:ca:a8:0e,-75.0
429,987,0,48:8b:0a:ca:a8:0f,-75.0
757,194,0,4c:e1:76:de:e8:6b,-75.0
757,194,0,4c:e1:76:de:e8:6c,-75.0
757,194,0,4c:e1:76:de:e8:6d,-75.0
757,194,0,4c:e1:76:de:e8:6f,-75.0
1511,970,0,48:8b:0a:ca:a8:01,-75.0
757,229,0,4c:e1:76:de:e8:6b,-75.0
757,229,0,4c:e1:76:de:e8:6c,-75.0
757,229,0,4c:e1:76:de:e8:6d,-75.0
757,229,0,4c:e1:76:de:e8:6f,-75.0
317,876,0,70:b3:17:8d:e9:6f,-75.0
317,876,0,70:b3:17:8d:e9:6d,-75.0
1052,337,0,48:8b:0a:cb:69:2c,-75.0
317,876,0,70:b3:17:8d:e9:6c,-75.0
317,876,0,70:b3:17:8d:e9:6b,-75.0
757,265,0,4c:e1:76:de:e8:6b,-75.0
757,265,0,4c:e1:76:de:e8:6c,-75.0
757,265,0,4c:e1:76:de:e8:6d,-75.0
757,265,0,4c:e1:76:de:e8:6f,-75.0
1052,301,0,4c:e1:76:d8:2c:0c,-75.0
1052,301,0,4c:e1:76:d8:2c:0b,-75.0
1052,301,0,4c:e1:76:d8:2c:00,-75.0
1483,332,0,4c:e1:76:d8:2c:01,-75.0
1511,1183,0,48:8b:0a:ca:a8:01,-75.0
1060,1238,0,48:8b:0a:cb:71:4b,-75.0
432,234,0,4c:e1:76:de:e8:6b,-75.0
731,1060,0,70:b3:17:8e:1c:02,-75.0
1554,332,0,4c:e1:76:d8:2c:0b,-75.0
140,516,0,4c:77:6d:45:46:c1,-75.0
140,516,0,4c:77:6d:45:46:c2,-75.0
140,516,0,4c:77:6d:45:46:c3,-75.0
416,384,0,4c:e1:76:de:e8:61,-75.0
348,1147,0,70:b3:17:8d:e9:6b,-75.0
348,1147,0,70:b3:17:8d:e9:63,-75.0
348,1147,0,70:b3:17:8d:e9:62,-75.0
731,1238,0,48:8b:0a:ca:a8:0e,-75.0
1554,332,0,4c:e1:76:d8:2c:0c,-75.0
416,420,0,4c:e1:76:de:e8:60,-75.0
731,1273,0,48:8b:0a:ca:a8:0e,-75.0
1087,230,0,48:8b:0a:ca:a8:0b,-75.0
731,1202,0,48:8b:0a:ca:a8:0e,-75.0
1087,230,0,48:8b:0a:ca:a8:0c,-75.0
416,420,0,70:b3:17:8e:1c:02,-75.0
1180,538,0,48:8b:0a:cb:69:22,-75.0
140,552,0,4c:77:6d:45:46:c1,-75.0
140,552,0,4c:77:6d:45:46:c2,-75.0
140,552,0,4c:77:6d:45:46:c3,-75.0
1087,230,0,48:8b:0a:ca:a8:0e,-75.0
737,536,0,70:b3:17:8e:1c:0b,-75.0
1087,230,0,48:8b:0a:ca:a8:0f,-75.0
1180,574,0,48:8b:0a:cb:67:ec,-75.0
1180,574,0,48:8b:0a:cb:67:ed,-75.0
1519,261,0,4c:e1:76:d8:2c:0d,-75.0
1546,1113,0,48:8b:0a:cb:71:43,-75.0
1546,1113,0,48:8b:0a:cb:71:44,-75.0
419,1147,0,70:b3:17:8d:e9:62,-75.0
731,1131,0,48:8b:0a:ca:a8:0b,-75.0
1087,195,0,48:8b:0a:ca:a8:0c,-75.0
731,1096,0,48:8b:0a:cb:71:43,-75.0
134,1182,0,70:b3:17:6e:cb:81,-75.0
1554,225,0,4c:e1:76:d8:2c:00,-75.0
1172,1096,0,48:8b:0a:cb:71:4f,-75.0
1172,1096,0,48:8b:0a:cb:71:4e,-75.0
1554,261,0,4c:e1:76:d8:2c:00,-75.0
1087,195,0,48:8b:0a:ca:a8:0b,-75.0
1554,190,0,4c:e1:76:d8:2c:00,-75.0
1087,195,0,48:8b:0a:cb:69:2d,-75.0
1087,159,0,48:8b:0a:cb:69:2d,-75.0
1087,159,0,48:8b:0a:cb:69:2c,-75.0
1554,154,0,4c:e1:76:d8:2c:00,-75.0
416,349,0,70:b3:17:8e:1c:02,-75.0
396,234,0,4c:e1:76:de:e8:6b,-75.0
396,234,0,4c:e1:76:de:e8:6c,-75.0
396,234,0,4c:e1:76:de:e8:6e,-75.0
396,234,0,4c:e1:76:de:e8:6f,-75.0
396,272,0,4c:e1:76:de:e8:6b,-75.0
396,272,0,4c:e1:76:de:e8:6c,-75.0
396,272,0,4c:e1:76:de:e8:6e,-75.0
396,272,0,4c:e1:76:de:e8:6f,-75.0
348,1182,0,70:b3:17:8d:e9:6c,-75.0
1172,1096,0,48:8b:0a:cb:71:4d,-75.0
348,1182,0,70:b3:17:8d:e9:6b,-75.0
416,349,0,70:b3:17:8e:1c:01,-75.0
1180,574,0,48:8b:0a:cb:67:ee,-75.0
1180,574,0,48:8b:0a:cb:67:ef,-75.0
416,928,0,78:bc:1a:37:7e:02,-75.0
737,785,0,48:8b:0a:cb:67:ee,-75.0
737,750,0,78:bc:1a:37:7e:0b,-75.0
1180,680,0,24:16:9d:3d:cb:8c,-75.0
737,750,0,78:bc:1a:37:7e:0d,-75.0
737,750,0,78:bc:1a:37:7e:0e,-75.0
737,750,0,78:bc:1a:37:7e:0f,-75.0
1180,680,0,24:16:9d:3d:cb:8d,-75.0
1180,680,0,24:16:9d:3d:cb:8e,-75.0
1180,680,0,24:16:9d:3d:cb:8f,-75.0
1511,1218,0,48:8b:0a:ca:a8:03,-75.0
1511,1218,0,48:8b:0a:ca:a8:02,-75.0
1511,1218,0,48:8b:0a:ca:a8:01,-75.0
1511,1218,0,48:8b:0a:ca:a8:00,-75.0
737,785,0,70:b3:17:8e:1c:0c,-75.0
737,607,0,48:8b:0a:ca:a8:0e,-75.0
396,94,0,4c:e1:76:de:e8:60,-75.0
737,785,0,70:b3:17:8e:1c:0e,-75.0
737,821,0,48:8b:0a:ca:a8:0b,-75.0
737,821,0,48:8b:0a:ca:a8:0e,-75.0
1180,716,0,24:16:9d:3d:cb:8f,-75.0
1172,1060,0,48:8b:0a:cb:71:4f,-75.0
642,987,0,48:8b:0a:cb:63:e1,-75.0
642,952,0,78:bc:1a:37:7e:0f,-75.0
642,952,0,78:bc:1a:37:7e:0d,-75.0
1172,1060,0,48:8b:0a:cb:71:4e,-75.0
1172,1060,0,48:8b:0a:cb:71:4d,-75.0
353,552,0,4c:77:6d:45:46:cb,-75.0
1180,680,0,24:16:9d:3d:cb:8b,-75.0
1511,1254,0,48:8b:0a:ca:a8:00,-75.0
1511,1254,0,48:8b:0a:ca:a8:01,-75.0
134,1146,0,70:b3:17:6e:cb:82,-75.0
652,912,0,48:8b:0a:ca:a8:0b,-75.0
416,964,0,48:8b:0a:cb:71:a2,-75.0
416,964,0,48:8b:0a:cb:71:ab,-75.0
416,964,0,48:8b:0a:cb:71:ac,-75.0
416,964,0,48:8b:0a:cb:71:ad,-75.0
140,623,0,48:8b:0a:cb:61:62,-75.0
416,964,0,48:8b:0a:cb:71:ae,-75.0
345,964,0,78:bc:1a:37:7e:0f,-75.0
345,964,0,78:bc:1a:37:7e:0e,-75.0
345,964,0,78:bc:1a:37:7e:0d,-75.0
345,964,0,78:bc:1a:37:7e:0c,-75.0
345,964,0,78:bc:1a:37:7e:0b,-75.0
345,964,0,4c:77:6d:45:46:cd,-75.0
345,928,0,70:b3:17:8d:e9:6f,-75.0
345,928,0,70:b3:17:8d:e9:6b,-75.0
737,714,0,70:b3:17:8e:1c:04,-75.0
1087,230,0,48:8b:0a:cb:69:2d,-75.0
345,928,0,48:8b:0a:cb:71:ad,-75.0
345,928,0,48:8b:0a:cb:71:ac,-75.0
1087,230,0,4c:e1:76:d8:2c:01,-75.0
737,750,0,48:8b:0a:ca:a8:02,-75.0
1180,645,0,48:8b:0a:cb:69:2d,-75.0
1511,1254,0,48:8b:0a:ca:a8:03,-75.0
642,1022,0,48:8b:0a:cb:63:e4,-75.0
652,912,0,48:8b:0a:cb:67:e2,-75.0
353,588,0,4c:77:6d:45:46:cb,-75.0
432,234,0,4c:e1:76:de:e8:6c,-75.0
1617,1076,0,48:8b:0a:ca:a8:02,-75.0
353,735,0,4c:77:6d:45:46:cd,-75.0
309,455,0,70:b3:17:8e:1c:0b,-75.0
1229,323,0,48:8b:0a:cb:67:e2,-75.0
1229,359,0,48:8b:0a:ca:a8:01,-75.0
1027,834,0,48:8b:0a:cb:67:ec,-75.0
1464,751,0,24:16:9d:3d:cb:8f,-75.0
464,526,0,70:b3:17:8e:1c:00,-75.0
464,526,0,70:b3:17:8e:1c:03,-75.0
1229,359,0,4c:e1:76:d8:2c:00,-75.0
773,714,0,70:b3:17:8e:1c:04,-75.0
1027,763,0,78:bc:1a:37:7e:03,-75.0
464,597,0,48:8b:0a:cb:67:e2,-75.0
464,597,0,48:8b:0a:cb:67:e3,-75.0
309,384,0,70:b3:17:8e:1c:0c,-75.0
309,455,0,70:b3:17:8e:1c:0e,-75.0
1229,394,0,4c:e1:76:d8:2c:00,-75.0
1027,692,0,78:bc:1a:37:7e:0f,-75.0
1027,692,0,78:bc:1a:37:7e:0e,-75.0
1027,692,0,78:bc:1a:37:7e:0d,-75.0
1464,716,0,24:16:9d:3d:cb:8f,-75.0
1027,692,0,78:bc:1a:37:7e:0c,-75.0
1027,692,0,78:bc:1a:37:7e:0b,-75.0
1027,692,0,78:bc:1a:37:7e:03,-75.0
1464,716,0,24:16:9d:3d:cb:8e,-75.0
773,750,0,78:bc:1a:37:7e:0b,-75.0
773,750,0,78:bc:1a:37:7e:0d,-75.0
773,750,0,78:bc:1a:37:7e:0e,-75.0
309,455,0,70:b3:17:8e:1c:0c,-75.0
309,455,0,70:b3:17:8e:1c:0f,-75.0
132,349,0,4c:e1:76:de:e8:6b,-75.0
309,964,0,4c:77:6d:45:46:ce,-75.0
309,964,0,78:bc:1a:37:7e:0e,-75.0
309,964,0,78:bc:1a:37:7e:0d,-75.0
309,964,0,78:bc:1a:37:7e:0c,-75.0
309,964,0,78:bc:1a:37:7e:0b,-75.0
773,536,0,70:b3:17:8e:1c:02,-75.0
353,659,0,48:8b:0a:cb:67:e1,-75.0
629,490,0,48:8b:0a:ca:a8:0e,-75.0
629,490,0,48:8b:0a:ca:a8:0d,-75.0
629,490,0,48:8b:0a:ca:a8:0c,-75.0
1215,822,0,48:8b:0a:cb:69:2d,-75.0
309,964,0,4c:77:6d:45:46:cf,-75.0
132,349,0,4c:e1:76:de:e8:61,-75.0
309,964,0,4c:77:6d:45:46:cd,-75.0
1464,822,0,78:bc:1a:37:7e:0c,-75.0
309,964,0,4c:77:6d:45:46:cc,-75.0
353,659,0,70:b3:17:8e:1c:0c,-75.0
1464,822,0,78:bc:1a:37:7e:0f,-75.0
1220,912,0,24:16:9d:3d:cb:83,-75.0
1464,822,0,78:bc:1a:37:7e:0e,-75.0
353,659,0,70:b3:17:8e:1c:0d,-75.0
686,300,0,4c:e1:76:de:e8:62,-75.0
309,928,0,48:8b:0a:cb:71:ad,-75.0
309,928,0,48:8b:0a:cb:71:ac,-75.0
455,1218,0,70:b3:17:8d:e9:61,-75.0
455,1218,0,70:b3:17:8d:e9:62,-75.0
455,1218,0,70:b3:17:8d:e9:63,-75.0
773,750,0,78:bc:1a:37:7e:0f,-75.0
464,632,0,48:8b:0a:cb:67:e1,-75.0
464,632,0,48:8b:0a:cb:67:e2,-75.0
464,774,0,48:8b:0a:cb:67:eb,-75.0
773,856,0,78:bc:1a:37:7e:01,-75.0
353,806,0,4c:77:6d:45:46:cb,-75.0
773,856,0,78:bc:1a:37:7e:02,-75.0
309,349,0,48:8b:0a:cb:67:e1,-75.0
309,349,0,48:8b:0a:cb:67:e0,-75.0
353,806,0,4c:77:6d:45:46:cc,-75.0
464,703,0,48:8b:0a:cb:67:e4,-75.0
464,731,0,48:8b:0a:cb:67:e3,-75.0
1464,609,0,48:8b:0a:cb:67:ef,-75.0
1464,609,0,48:8b:0a:cb:67:ee,-75.0
1464,609,0,48:8b:0a:cb:67:ed,-75.0
1464,609,0,48:8b:0a:cb:67:ec,-75.0
464,774,0,48:8b:0a:cb:67:ec,-75.0
1464,716,0,24:16:9d:3d:cb:8d,-75.0
464,774,0,48:8b:0a:cb:67:ee,-75.0
464,774,0,78:bc:1a:37:7e:0d,-75.0
353,806,0,4c:77:6d:45:46:cd,-75.0
353,806,0,4c:77:6d:45:46:ce,-75.0
1464,574,0,48:8b:0a:cb:69:2e,-75.0
464,810,0,48:8b:0a:ca:a8:0b,-75.0
464,810,0,48:8b:0a:ca:a8:0c,-75.0
464,810,0,48:8b:0a:ca:a8:0d,-75.0
464,810,0,48:8b:0a:ca:a8:0f,-75.0
1464,538,0,48:8b:0a:cb:69:2e,-75.0
1464,538,0,24:16:9d:3d:cb:8c,-75.0
353,806,0,4c:77:6d:45:46:cf,-75.0
1617,1041,0,48:8b:0a:ca:a8:03,-75.0
464,668,0,48:8b:0a:cb:67:e2,-75.0
1027,586,0,78:bc:1a:37:7e:0b,-75.0
1617,1041,0,48:8b:0a:ca:a8:01,-75.0
1464,716,0,24:16:9d:3d:cb:8c,-75.0
1464,716,0,24:16:9d:3d:cb:8b,-75.0
1027,657,0,78:bc:1a:37:7e:0f,-75.0
1027,657,0,78:bc:1a:37:7e:0e,-75.0
1027,657,0,78:bc:1a:37:7e:0d,-75.0
1027,657,0,78:bc:1a:37:7e:0c,-75.0
1027,657,0,78:bc:1a:37:7e:0b,-75.0
1027,621,0,78:bc:1a:37:7e:0f,-75.0
1027,621,0,78:bc:1a:37:7e:0e,-75.0
1027,621,0,78:bc:1a:37:7e:0d,-75.0
353,735,0,4c:77:6d:45:46:ce,-75.0
1027,621,0,78:bc:1a:37:7e:0c,-75.0
1027,621,0,78:bc:1a:37:7e:0b,-75.0
1231,98,0,4c:e1:76:d8:2c:04,-75.0
773,821,0,48:8b:0a:ca:a8:01,-75.0
773,821,0,48:8b:0a:ca:a8:02,-75.0
773,821,0,48:8b:0a:ca:a8:0b,-75.0
1464,680,0,48:8b:0a:cb:69:2d,-75.0
1231,133,0,48:8b:0a:ca:a8:0c,-75.0
773,821,0,48:8b:0a:ca:a8:0e,-75.0
1027,586,0,78:bc:1a:37:7e:0f,-75.0
1087,195,0,48:8b:0a:ca:a8:0e,-75.0
1027,586,0,78:bc:1a:37:7e:0e,-75.0
1027,586,0,78:bc:1a:37:7e:0d,-75.0
1027,586,0,78:bc:1a:37:7e:0c,-75.0
309,964,0,78:bc:1a:37:7e:0f,-75.0
167,964,0,70:b3:17:8d:e9:62,-75.0
432,234,0,4c:e1:76:de:e8:6d,-75.0
1207,1238,0,48:8b:0a:cb:71:4e,-75.0
353,588,0,4c:77:6d:45:46:cd,-75.0
642,668,0,48:8b:0a:cb:67:e4,-75.0
1475,1218,0,48:8b:0a:ca:a8:01,-75.0
1475,1218,0,48:8b:0a:ca:a8:00,-75.0
140,876,0,70:b3:17:8d:e9:60,-75.0
723,912,0,48:8b:0a:cb:67:eb,-75.0
317,659,0,70:b3:17:8e:1c:0d,-75.0
317,659,0,70:b3:17:8e:1c:0c,-75.0
451,420,0,4c:e1:76:de:e8:60,-75.0
1207,1238,0,48:8b:0a:cb:71:4b,-75.0
1207,1238,0,48:8b:0a:cb:71:4c,-75.0
1207,1238,0,48:8b:0a:cb:71:4d,-75.0
353,588,0,4c:77:6d:45:46:ce,-75.0
1475,1218,0,48:8b:0a:ca:a8:0b,-75.0
353,588,0,4c:77:6d:45:46:cf,-75.0
451,420,0,70:b3:17:8e:1c:01,-75.0
1087,372,0,48:8b:0a:cb:69:22,-75.0
451,420,0,70:b3:17:8e:1c:02,-75.0
1207,1238,0,48:8b:0a:cb:71:4f,-75.0
1475,1183,0,48:8b:0a:ca:a8:00,-75.0
317,659,0,4c:77:6d:45:46:c1,-75.0
1207,1273,0,48:8b:0a:cb:71:4b,-75.0
1207,1273,0,48:8b:0a:cb:71:4c,-75.0
1207,1273,0,48:8b:0a:cb:71:4d,-75.0
1098,514,0,48:8b:0a:cb:69:2b,-75.0
1207,1273,0,48:8b:0a:cb:71:4e,-75.0
317,735,0,4c:77:6d:45:46:c4,-75.0
1475,1218,0,48:8b:0a:ca:a8:0c,-75.0
132,349,0,4c:e1:76:de:e8:6c,-75.0
317,770,0,4c:77:6d:45:46:c3,-75.0
432,234,0,4c:e1:76:de:e8:6e,-75.0
432,234,0,4c:e1:76:de:e8:6f,-75.0
1052,195,0,4c:e1:76:d8:2c:0f,-75.0
1052,195,0,4c:e1:76:d8:2c:0e,-75.0
353,588,0,4c:77:6d:45:46:cc,-75.0
432,272,0,4c:e1:76:de:e8:60,-75.0
432,272,0,4c:e1:76:de:e8:6b,-75.0
432,272,0,4c:e1:76:de:e8:6c,-75.0
432,272,0,4c:e1:76:de:e8:6d,-75.0
432,272,0,4c:e1:76:de:e8:6e,-75.0
432,272,0,4c:e1:76:de:e8:6f,-75.0
1483,83,0,4c:e1:76:d8:2c:0d,-75.0
1475,1254,0,48:8b:0a:ca:a8:0e,-75.0
317,735,0,4c:77:6d:45:46:cc,-75.0
1475,1254,0,48:8b:0a:ca:a8:0d,-75.0
1475,1254,0,48:8b:0a:ca:a8:0c,-75.0
451,349,0,4c:e1:76:de:e8:63,-75.0
317,735,0,4c:77:6d:45:46:cf,-75.0
1475,1254,0,48:8b:0a:ca:a8:0b,-75.0
1475,1254,0,48:8b:0a:ca:a8:01,-75.0
1475,1254,0,48:8b:0a:ca:a8:00,-75.0
1475,1218,0,48:8b:0a:cb:71:41,-75.0
1475,1218,0,48:8b:0a:ca:a8:0e,-75.0
1475,1218,0,48:8b:0a:ca:a8:0d,-75.0
317,735,0,4c:77:6d:45:46:ce,-75.0
317,735,0,4c:77:6d:45:46:cd,-75.0
1207,1273,0,48:8b:0a:cb:71:4f,-75.0
642,632,0,48:8b:0a:cb:67:e1,-75.0
1030,1273,0,48:8b:0a:cb:63:e3,-75.0
686,194,0,4c:e1:76:de:e8:62,-75.0
1098,550,0,78:bc:1a:37:7e:00,-75.0
1030,1167,0,48:8b:0a:cb:71:4f,-75.0
1215,609,0,78:bc:1a:37:7e:01,-75.0
1098,550,0,78:bc:1a:37:7e:01,-75.0
1215,645,0,24:16:9d:3d:cb:81,-75.0
1215,645,0,24:16:9d:3d:cb:83,-75.0
455,1076,0,48:8b:0a:cb:71:ab,-75.0
455,1076,0,48:8b:0a:cb:71:ad,-75.0
455,1076,0,48:8b:0a:cb:71:af,-75.0
167,928,0,70:b3:17:8d:e9:6c,-75.0
353,623,0,4c:77:6d:45:46:c2,-75.0
1098,586,0,24:16:9d:3d:cb:82,-75.0
132,928,0,70:b3:17:8d:e9:61,-75.0
167,349,0,4c:e1:76:de:e8:6b,-75.0
455,1111,0,48:8b:0a:cb:71:ab,-75.0
455,1111,0,48:8b:0a:cb:71:ad,-75.0
455,1111,0,48:8b:0a:cb:71:af,-75.0
1590,190,0,4c:e1:76:d8:2c:00,-75.0
1590,225,0,4c:e1:76:d8:2c:00,-75.0
1098,586,0,78:bc:1a:37:7e:00,-75.0
767,1273,0,78:bc:1a:37:7e:04,-75.0
132,349,0,4c:e1:76:de:e8:6e,-75.0
167,964,0,48:8b:0a:cb:71:a3,-75.0
132,349,0,4c:e1:76:de:e8:6d,-75.0
639,454,0,48:8b:0a:ca:a8:0f,-75.0
639,454,0,48:8b:0a:ca:a8:0d,-75.0
642,561,0,48:8b:0a:cb:67:e1,-75.0
642,561,0,48:8b:0a:cb:67:e2,-75.0
455,1040,0,48:8b:0a:cb:71:af,-75.0
455,1040,0,48:8b:0a:cb:71:ad,-75.0
167,349,0,4c:e1:76:de:e8:6c,-75.0
167,349,0,4c:e1:76:de:e8:6d,-75.0
1030,1273,0,48:8b:0a:cb:63:e0,-75.0
167,349,0,4c:e1:76:de:e8:6e,-75.0
1580,1183,0,48:8b:0a:ca:a8:0e,-75.0
451,490,0,48:8b:0a:cb:67:e0,-75.0
317,623,0,4c:77:6d:45:46:c1,-75.0
1030,1238,0,48:8b:0a:cb:63:e0,-75.0
1098,514,0,48:8b:0a:cb:69:2e,-75.0
1215,574,0,48:8b:0a:cb:67:ec,-75.0
388,588,0,4c:77:6d:45:46:c4,-75.0
1215,574,0,48:8b:0a:cb:67:ed,-75.0
1215,574,0,48:8b:0a:cb:67:ee,-75.0
1475,1113,0,48:8b:0a:ca:a8:04,-75.0
388,588,0,4c:77:6d:45:46:c0,-75.0
1215,574,0,48:8b:0a:cb:67:ef,-75.0
353,623,0,48:8b:0a:cb:67:e3,-75.0
1580,1254,0,48:8b:0a:ca:a8:01,-75.0
1475,1113,0,48:8b:0a:ca:a8:00,-75.0
1098,550,0,48:8b:0a:cb:69:2b,-75.0
1475,1076,0,48:8b:0a:cb:71:43,-75.0
1475,1076,0,48:8b:0a:ca:a8:04,-75.0
1475,1076,0,48:8b:0a:ca:a8:00,-75.0
1098,550,0,48:8b:0a:cb:69:2e,-75.0
455,1040,0,48:8b:0a:cb:71:ab,-75.0
1448,261,0,4c:e1:76:d8:2c:02,-75.0
1322,751,0,24:16:9d:3d:cb:83,-75.0
535,810,0,48:8b:0a:ca:a8:0c,-75.0
873,1238,0,70:b3:17:8e:1c:0c,-75.0
219,165,0,48:8b:0a:cb:67:e1,-75.0
212,516,0,70:b3:17:8e:1c:0d,-75.0
212,588,0,70:b3:17:8e:1c:02,-75.0
245,623,0,4c:77:6d:45:46:c1,-75.0
910,337,0,48:8b:0a:ca:a8:0e,-75.0
1301,419,0,24:16:9d:3d:cb:81,-75.0
571,668,0,48:8b:0a:cb:67:e0,-75.0
873,1238,0,70:b3:17:8e:1c:0f,-75.0
219,165,0,48:8b:0a:cb:67:e2,-75.0
1301,419,0,24:16:9d:3d:cb:80,-75.0
1322,716,0,48:8b:0a:cb:69:2b,-75.0
1322,716,0,48:8b:0a:cb:69:2c,-75.0
1322,716,0,48:8b:0a:cb:69:2d,-75.0
210,876,0,70:b3:17:8d:e9:6b,-75.0
879,642,0,48:8b:0a:ca:a8:0c,-75.0
1322,716,0,48:8b:0a:cb:69:2e,-75.0
210,876,0,70:b3:17:8d:e9:6c,-75.0
212,552,0,70:b3:17:8e:1c:02,-75.0
1301,383,0,48:8b:0a:cb:67:e4,-75.0
1301,383,0,48:8b:0a:cb:67:e3,-75.0
879,642,0,48:8b:0a:ca:a8:0d,-75.0
1301,383,0,48:8b:0a:cb:67:e2,-75.0
1301,383,0,48:8b:0a:cb:67:e1,-75.0
1301,383,0,48:8b:0a:cb:67:e0,-75.0
1357,538,0,48:8b:0a:cb:69:2e,-75.0
1302,133,0,48:8b:0a:ca:a8:0c,-75.0
844,821,0,70:b3:17:8e:1c:0e,-75.0
873,1238,0,70:b3:17:8e:1c:0e,-75.0
873,1238,0,70:b3:17:8e:1c:0d,-75.0
910,337,0,48:8b:0a:ca:a8:0f,-75.0
909,1238,0,70:b3:17:8e:1c:0e,-75.0
844,821,0,70:b3:17:8e:1c:0d,-75.0
944,1060,0,70:b3:17:8e:1c:03,-75.0
1314,1273,0,48:8b:0a:cb:6a:01,-75.0
844,642,0,78:bc:1a:37:7e:0d,-75.0
245,516,0,4c:77:6d:45:46:cd,-75.0
245,516,0,4c:77:6d:45:46:cc,-75.0
844,642,0,78:bc:1a:37:7e:0c,-75.0
245,516,0,4c:77:6d:45:46:c4,-75.0
944,989,0,48:8b:0a:ca:a8:04,-75.0
535,987,0,48:8b:0a:cb:67:e1,-75.0
944,1238,0,48:8b:0a:ca:a8:0f,-75.0
526,1111,0,70:b3:17:8d:e9:63,-75.0
944,1238,0,48:8b:0a:ca:a8:0c,-75.0
246,735,0,4c:77:6d:45:46:cd,-75.0
1357,574,0,24:16:9d:3d:cb:80,-75.0
246,735,0,4c:77:6d:45:46:cc,-75.0
879,642,0,48:8b:0a:ca:a8:0e,-75.0
1301,419,0,48:8b:0a:cb:67:e4,-75.0
245,516,0,4c:77:6d:45:46:c1,-75.0
1393,538,0,24:16:9d:3d:cb:8c,-75.0
1322,538,0,24:16:9d:3d:cb:8f,-75.0
852,454,0,48:8b:0a:cb:69:2e,-75.0
212,588,0,70:b3:17:8e:1c:03,-75.0
879,750,0,70:b3:17:8e:1c:04,-75.0
526,1111,0,70:b3:17:8d:e9:61,-75.0
1357,645,0,24:16:9d:3d:cb:8e,-75.0
1357,609,0,48:8b:0a:cb:69:2e,-75.0
1322,574,0,24:16:9d:3d:cb:80,-75.0
535,881,0,48:8b:0a:cb:67:e1,-75.0
873,1025,0,70:b3:17:8e:1c:03,-75.0
1322,609,0,48:8b:0a:cb:69:2f,-75.0
1322,609,0,48:8b:0a:cb:69:2e,-75.0
210,876,0,48:8b:0a:cb:71:ad,-75.0
1322,609,0,48:8b:0a:cb:69:2d,-75.0
535,597,0,70:b3:17:8e:1c:04,-75.0
535,703,0,48:8b:0a:cb:67:e4,-75.0
212,516,0,4c:77:6d:45:46:c4,-75.0
923,454,0,70:b3:17:8e:1c:0d,-75.0
923,454,0,70:b3:17:8e:1c:0e,-75.0
238,964,0,78:bc:1a:37:7e:0b,-75.0
544,300,0,70:b3:17:8e:1c:0d,-75.0
571,597,0,70:b3:17:8e:1c:04,-75.0
923,454,0,70:b3:17:8e:1c:0f,-75.0
238,964,0,4c:77:6d:45:46:cd,-75.0
873,1060,0,70:b3:17:8e:1c:03,-75.0
238,964,0,78:bc:1a:37:7e:0f,-75.0
909,1025,0,48:8b:0a:ca:a8:01,-75.0
558,490,0,4c:e1:76:de:e8:61,-75.0
944,1167,0,48:8b:0a:ca:a8:01,-75.0
238,964,0,78:bc:1a:37:7e:0e,-75.0
1369,1076,0,48:8b:0a:cb:71:4f,-75.0
238,964,0,78:bc:1a:37:7e:0d,-75.0
558,490,0,4c:e1:76:de:e8:63,-75.0
238,964,0,78:bc:1a:37:7e:0c,-75.0
1377,332,0,4c:e1:76:d8:2c:04,-75.0
844,573,0,70:b3:17:8e:1c:0f,-75.0
874,337,0,4c:e1:76:d8:2c:0e,-75.0
844,573,0,70:b3:17:8e:1c:0c,-75.0
944,1167,0,48:8b:0a:ca:a8:02,-75.0
910,301,0,4c:e1:76:d8:2c:00,-75.0
238,964,0,4c:77:6d:45:46:ce,-75.0
238,964,0,4c:77:6d:45:46:cf,-75.0
1393,751,0,24:16:9d:3d:cb:8f,-75.0
923,454,0,70:b3:17:8e:1c:0b,-75.0
909,1060,0,48:8b:0a:ca:a8:01,-75.0
238,964,0,4c:77:6d:45:46:cc,-75.0
844,642,0,48:8b:0a:ca:a8:02,-75.0
1322,609,0,48:8b:0a:cb:69:2c,-75.0
1322,609,0,48:8b:0a:cb:69:2b,-75.0
210,841,0,70:b3:17:8d:e9:63,-75.0
844,642,0,48:8b:0a:ca:a8:0e,-75.0
1393,609,0,48:8b:0a:cb:69:2f,-75.0
844,642,0,48:8b:0a:ca:a8:0d,-75.0
910,337,0,48:8b:0a:ca:a8:0b,-75.0
